Feature_Group,Mean_Percent,SD_Percent,Min_Percent,Max_Percent
Accident/Environment,80.53656724795727,0.4945705000086535,79.78374529057903,81.15709704779617
Driver,19.463432752042742,0.4945705000086479,18.84290295220381,20.21625470942095
